school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;17
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;17
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;16
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;yes;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;yes;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;12
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;12
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;17
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;17
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;no;yes;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;18
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;17
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;17
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;yes;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;no;yes;yes;*;*;*;*;*;*;*;*;*;11
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;12
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;17
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;9
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;11
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;11
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;7
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;14
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;11
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;10
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;8
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;12
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;12
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;16
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;0
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;9
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;14
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;8
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;no;no;*;*;*;*;*;*;*;*;*;11
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;9
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;no;no;yes;*;*;*;*;*;*;*;*;*;9
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;17
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;13
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;15
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;11
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;8
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;8
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;yes;yes;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;9
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;15
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;13
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;yes;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;10
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;14
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;14
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;yes;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;12
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;8
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;11
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;13
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;12
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;no;no;*;*;*;*;*;*;*;*;*;12
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;16
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;10
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;14
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;8
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;yes;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;8
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;no;yes;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;11
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;9
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;11
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;8
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;yes;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;10
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;10
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;9
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;no;yes;no;*;*;*;*;*;*;*;*;*;10
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;9
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;10
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;10
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;no;yes;no;*;*;*;*;*;*;*;*;*;9
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;no;yes;yes;*;*;*;*;*;*;*;*;*;13
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;14
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;14
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;16
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;no;yes;yes;*;*;*;*;*;*;*;*;*;7
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;13
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;9
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;yes;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;13
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;yes;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;9
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;18
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;17
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;7
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;8
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;7
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;10
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;yes;yes;*;*;*;*;*;*;*;*;*;16
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;8
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;0
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;8
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;8
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;no;yes;yes;*;*;*;*;*;*;*;*;*;6
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;no;no;*;*;*;*;*;*;*;*;*;8
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;16
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;10
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;9
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;9
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;yes;yes;*;*;*;*;*;*;*;*;*;8
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;16
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;12
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;12
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;no;yes;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;11
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;12
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;8
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;12
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;yes;*;*;*;*;*;*;*;*;*;8
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;16
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;11
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;18
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;yes;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;yes;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;13
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;12
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;no;yes;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;13
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;11
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;no;no;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;yes;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;13
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;10
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;12
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;0
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;10
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;9
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;no;yes;yes;*;*;*;*;*;*;*;*;*;9
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;no;yes;no;*;*;*;*;*;*;*;*;*;0
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;9
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;8
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;8
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;9
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;7
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;10
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;no;yes;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;R;*;A;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;10
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;no;yes;yes;*;*;*;*;*;*;*;*;*;9
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;8
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;7
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;0
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;8
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;yes;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;0
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;8
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;9
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;7
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;18
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;17
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;18
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;0
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;no;no;*;*;*;*;*;*;*;*;*;11
